STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
PANACEABIO,332.6,332.6,332.6,332.6,350.1
PEETISEC,11.49,11.5,11.8,11.49,11.26
CHOICEIN,112.15,113.25,114.65,112.15,112.4
SRAMSET,101,101.9,101.9,97.05,101.9
GOLECHA,5.01,#N/A,#N/A,#N/A,5.01
PARAMONE,31,30,31,28.55,29.9
SPARCSYS,4.04,4.23,4.23,4.03,4.03
THEBYKE,18.35,18.5,18.55,18.2,18.8
CSURGSU,44.65,45,46.05,41.75,43.9
ARIHANT,19.95,#N/A,#N/A,#N/A,19.95
HASTIFIN,4.22,#N/A,#N/A,#N/A,4.22
UPSURGE,16.45,16.5,18,16.45,17.3
PADAMCO,8.8,#N/A,#N/A,#N/A,8.8
WOMENNET,3.45,3.45,3.45,3.45,3.5
POLYCON,4.39,#N/A,#N/A,#N/A,4.39
SOURCENTRL,145,145.6,148.55,143.4,146.2
ALMONDZ,27.55,28.25,29.25,27.5,28.45
LWSKNIT,5.22,5.22,5.22,5.22,4.98
ANSINDUS,13,#N/A,#N/A,#N/A,13
ALCHCORP,5.2,5.2,5.2,5.2,5.2
TUNITEX,0.5,0.48,0.51,0.48,0.5
RADIXIND,36.05,35.85,39.5,35.85,37.7
KIRANPR,3.43,#N/A,#N/A,#N/A,3.43
NARPROP,13.7,#N/A,#N/A,#N/A,13.7
MEGACOR,0.8,0.8,0.8,0.8,0.81
TNPL,138,142.95,142.95,137.85,138.2
ADVENT,1.86,1.9,1.9,1.77,1.86
SHAKTIPUMP,542.5,542.3,558.35,535,552.8
SUNGOLD,1.04,1.04,1.04,1.04,1.09
SAFFRON,2.13,2.13,2.13,2.13,2.24
PWASML,23.5,24,24,20.5,23.95
GOLDTECH,9.7,9.98,9.98,9.7,9.85
VARDHMAN,3.45,3.45,3.45,3.45,3.45
GRMOVER,2089.4,2014.95,2089.4,1998,1989.95
MOHITIND,7.28,7.27,7.28,7.27,6.99
POLYLINK,14.93,14.78,14.98,14.12,14.16
MINAXI,0.65,0.71,0.75,0.65,0.71
CONTICON,3.7,3.75,3.75,3.7,3.68
NOUVEAU,11.45,#N/A,#N/A,#N/A,11.45
DUKEOFS,9,9.4,9.7,8.76,9.4
CYBELEIND,7.42,#N/A,#N/A,#N/A,7.42
CGVAK,89.55,94.9,95,79,91.3
NAVBLDR,10.2,10.3,10.3,10.1,10
OMKAR,1.99,#N/A,#N/A,#N/A,1.99
MADHUCON,4.8,5,5,4.8,4.86
SYBLY,5.1,5,5.25,4.75,5
RAJESHEXPO,522.9,537,537,511,528.2
ESARIND,1.72,1.75,1.75,1.72,1.75
MARIS,27.45,27.5,27.5,27.45,28.85
INDERGR,2.71,#N/A,#N/A,#N/A,2.71
SKRABUL,11.25,11.25,11.25,11.25,11.75
EVEREADY,294.5,291.3,300.55,291.3,298.25
STEP2COR,5.83,#N/A,#N/A,#N/A,5.83
ORIENTTR,4.71,4.71,4.71,4.71,4.95
MAHANIN,0.29,0.28,0.3,0.28,0.29
VIKASPROP,2.24,2.19,2.29,2.19,2.25
DESHRAK,4.09,#N/A,#N/A,#N/A,4.09
ACESOFT,13.44,13.5,13.5,13.05,13.74
HATSUN,793.65,819.7,819.7,793.65,796.7
ECOM,13.17,13.17,13.17,13.17,13.17
RISHDIGA,21.65,23.75,23.75,19.05,21
MAINFRA,26.85,25.05,27,25.05,26.9
KOBO,6.28,6.4,6.4,6.28,6.4
JINDWORLD,46.4,47.8,47.8,45.4,45.7
SOMANYCERA,422.5,442,442,416.7,420.05
JHACC,2.59,#N/A,#N/A,#N/A,2.59
RAGHUTOB,4.3,4.3,4.3,4.3,4.3
DRL,10,#N/A,#N/A,#N/A,10
CORALFINAC,24.4,25.4,25.4,24.15,25.2
AROMAENT,20.35,#N/A,#N/A,#N/A,20.35
ASHUTPM,1.1,#N/A,#N/A,#N/A,1.1
VASINFRA,4.17,4.18,4.18,4.17,4.38
KMFBLDR,3.6,3.6,3.6,3.6,3.6
BERYLSE,6.8,6.8,6.8,6.8,6.8
RAP,9.03,9.51,9.96,9.02,9.49
DEVINE,2.42,2.42,2.42,2.42,2.38
BAMPSL,4.16,4.37,4.37,4.16,4.37
GENPHARMA,8.51,8.8,8.8,8.5,8.71
INCON,4.79,#N/A,#N/A,#N/A,4.79
CGCL,449.5,415,454.85,415,419.85
FDC,304.55,303.5,311.65,303.5,305.7
GOGIACAP,48.6,#N/A,#N/A,#N/A,48.6
GORANIN,20.86,23,23,20.86,21.95
KGPETRO,242,241,242.9,225.1,231.6
MAL,0.89,0.86,0.89,0.83,0.85
STARCOM,113.9,113.9,113.9,113.9,108.5
CENTERAC,1.8,#N/A,#N/A,#N/A,1.8
COUNCODOS,2.09,2.19,2.19,2.09,2.2
OROSMITHS,3.28,#N/A,#N/A,#N/A,3.28
TEJASSVI,0,#N/A,#N/A,#N/A,17
LINCOPH,282.4,271,293.25,269.55,273.25
SILVOAK,17.35,17.05,17.35,16.9,16.55
PRAVEG,63.1,65,66.45,63,64.75
SURAJLTD,39.9,38,39.9,37,38
SICL,18,#N/A,#N/A,#N/A,18
MARICO,411.65,412,422.15,402,409.95
TOKYOFIN,9.25,#N/A,#N/A,#N/A,9.25
MAHAVIRIND,0.7,0.7,0.7,0.7,0.68
NATGENI,28.35,#N/A,#N/A,#N/A,28.35
THIRDFIN,36.8,36.75,36.8,35,35.05
TRIJAL,3.75,3.41,3.75,3.41,3.41
HITTCO,3.52,3.52,3.52,3.52,3.7
RRMETAL,29.9,29.9,29.9,29.9,28.5
VISIONCO,2.52,2.52,2.52,2.45,2.4
INANISEC,16.25,#N/A,#N/A,#N/A,16.25
ANKIN,10,#N/A,#N/A,#N/A,10
VAGHANI,9.75,#N/A,#N/A,#N/A,9.75
ARISINT,120.7,#N/A,#N/A,#N/A,12.07
MAYUR,8.35,#N/A,#N/A,#N/A,8.35
AMARDEE,1.65,#N/A,#N/A,#N/A,1.65
PRITHVIEXCH,19.05,17.75,19.05,17.75,17.35
KHYATI,0.52,0.52,0.52,0.52,0.54
RAINBOWF,8.6,8.76,8.76,8.6,8.35
TRICOMFRU,4.06,#N/A,#N/A,#N/A,4.06
VIDHIING,186.6,191.55,193.45,186,192.8
BHAGCHEM,500,493.9,500,484.05,490
PANCHSHEEL,93,95.9,95.9,90.1,94.45
MENNPIS,18,18.25,19.75,18,19.15
PRISMFN,19.85,#N/A,#N/A,#N/A,19.85
GREENCREST,0.75,0.75,0.75,0.75,0.76
GENNEX,6.53,6.69,6.89,6.46,6.59
HIRAUTO,0,#N/A,#N/A,#N/A,12
GINISILK,59.75,54.15,59.75,54.15,57
PRAENG,8.91,9.7,9.7,8.69,8.79
BIOGEN,0.26,0.27,0.27,0.25,0.26
GKCONS,2.87,2.87,2.87,2.87,3.02
APOLLOPIPES,1157.25,1120,1183.55,1120,1161.35
UNJHAFOR,8.5,9.27,9.27,8.4,8.83
POLYMED,994,1020,1027.25,967.55,1013.5
TOWASOK,5.44,5.44,5.44,5.44,5.19
CISTRO,0.33,#N/A,#N/A,#N/A,0.33
KACHCHH,5.25,5.34,5.34,5.25,5.35
KACL,0.37,#N/A,#N/A,#N/A,0.37
KCLINFRA,1.05,1,1.05,1,1
ATULAUTO,183.5,170.65,194.25,169.85,172.7
SCANPRO,3.17,#N/A,#N/A,#N/A,3.17
PRERINFRA,16.8,#N/A,#N/A,#N/A,16.8
METALCO,26.25,27.75,27.75,26.25,26.65
SGNTE,0.29,0.29,0.29,0.29,0.3
GANGAPA,30.15,31.6,31.6,30.15,31.6
TIRSARJ,4.73,5.6,5.71,4.53,5.66
NUWAY,7.01,#N/A,#N/A,#N/A,7.01
MUNOTHFI,18.35,#N/A,#N/A,#N/A,18.35
RODIUM,61.85,69.95,69.95,61.1,65.05
NAGTECH,5.15,5.15,5.15,5.15,5.15
NATHUEC,0.57,#N/A,#N/A,#N/A,0.57
INDUSFINL,8.6,8.2,8.6,8.2,8.2
LAHOTIOV,13.2,14,14.29,13.15,13.95
ZENITHSTL,0.95,0.95,0.95,0.95,0.91
TRINITYLEA,12.56,#N/A,#N/A,#N/A,12.56
ASTAR,660.1,#N/A,#N/A,#N/A,660.1
ORIRAIL,56.6,54.75,59,52.2,52.1
JOINDRE,18.5,17.95,18.6,17.95,18.05
BHARATAGRI,163.75,156.5,163.85,156.5,163.8
UNITINT,3.85,#N/A,#N/A,#N/A,3.85
SACHEMT,15.76,15.89,15.94,15.02,15.34
POPULARES,6.98,#N/A,#N/A,#N/A,6.98
ANJANIFIN,6.58,6.58,6.58,6.58,6.46
PIONDIST,101.5,103.1,103.1,101.5,104.9
GMETCOAL,12.2,12.2,12.2,12.2,12.2
SVAINDIA,7.75,#N/A,#N/A,#N/A,7.75
RAHME,9.25,#N/A,#N/A,#N/A,9.25
REXNORD,36.2,34.5,37.75,33.55,35.35
INTECH,2.65,#N/A,#N/A,#N/A,2.65
KHANDSE,14,#N/A,#N/A,#N/A,14
SAWABUSI,2.29,2.29,2.29,2.29,2.25
CCLINTER,17.45,17.45,17.45,17.45,18.35
GALLOPENT,4.2,#N/A,#N/A,#N/A,4.2
SWAGRUHA,2.85,2.85,2.85,2.85,2.85
GALAGEX,8.2,#N/A,#N/A,#N/A,8.2
GOPAIST,5.2,#N/A,#N/A,#N/A,5.2
TWINSTAR,0.65,0.65,0.7,0.65,0.67
HINDAPL,0,#N/A,#N/A,#N/A,2.1
AGARIND,151.75,151.3,155,150.6,155.35
DHAMPURE,24.5,24,25.75,23.05,24.05
SHAQUAK,0.8,0.85,0.88,0.8,0.84
GOLCA,4.52,#N/A,#N/A,#N/A,4.52
INNOCORP,0.99,0.99,0.99,0.99,0.95
SARTHAKIND,12.39,12.39,12.39,12.39,11.8
SAICAPI,16.1,#N/A,#N/A,#N/A,16.1
SERVOTEACH,3.24,3.24,3.24,3.24,3.09
CHADPAP,8.75,#N/A,#N/A,#N/A,8.75
VERTEX,0.79,0.79,0.79,0.79,0.78
RIBATEX,50.85,54,54,50.55,53
SHREMETAL,23.65,#N/A,#N/A,#N/A,23.65
IITLPROJ,28.2,#N/A,#N/A,#N/A,28.2
HARIGOV,0,#N/A,#N/A,#N/A,29.75
TRIDETOOL,2.6,#N/A,#N/A,#N/A,2.6
CHLOGIST,3.2,3.26,3.29,3.08,3.12
AMBIKCO,900,906.25,911.2,897.65,909
HINDALUMI,38.3,35.4,40.9,35.4,34.5
SENINFO,4.27,#N/A,#N/A,#N/A,4.27
SPECFOOD,12.2,12.2,12.8,12.2,12.2
DECPO,2.81,2.75,2.81,2.75,2.81
AMRAAGRI,0.65,0.65,0.65,0.65,0.65
AUTOPINS,36.8,#N/A,#N/A,#N/A,36.8
ODYCORP,1.75,1.76,1.76,1.75,1.68
INDCTST,16.9,#N/A,#N/A,#N/A,16.9
SAMINDUS,13,12.1,13.29,12.1,13.4
SHVFL,3.7,#N/A,#N/A,#N/A,3.7
POOJAENT,64,64.05,64.05,61.75,61
GRAVITY,1.84,2,2,1.82,1.91
WELLESLEY,6.35,#N/A,#N/A,#N/A,6.35
LCCINFOTEC,1.79,1.79,1.79,1.79,1.88
FILATFASH,2.52,2.75,2.75,2.52,2.62
RBGUPTA,7.29,#N/A,#N/A,#N/A,7.29
SINDHUTRAD,53.2,#N/A,#N/A,#N/A,53.2
JAINSTUDIO,1.99,1.9,1.99,1.9,1.9
UNISTRMU,3.65,3.65,3.65,3.65,3.72
ZENOTECH,43.4,41,43.45,40.75,42.4
HINDBIO,3.9,3.9,3.9,3.9,3.72
FRONTCORP,9.75,#N/A,#N/A,#N/A,9.75
SWELECTES,205.7,202.1,206,194.9,198.5
WALLFORT,33.65,35,35,33.65,33.55
KDDL,314,308.65,319,304.65,312.3
ADIEXRE,5.72,#N/A,#N/A,#N/A,5.72
ABHICAP,34.55,#N/A,#N/A,#N/A,34.55
KILPEST,418.5,400,427,391,401.5
SUPRBPA,10.89,10.1,10.95,9.92,10.55
MONIND,10.98,#N/A,#N/A,#N/A,10.98
SHKALYN,3.07,#N/A,#N/A,#N/A,3.07
VANDANA,0.56,0.56,0.56,0.56,0.54
SAGARPROD,3.69,3.64,3.69,3.41,3.53
INDOCITY,2.92,#N/A,#N/A,#N/A,2.92
SBECSUG,6.72,6.01,6.72,6.01,6.11
MEGFI,8.87,#N/A,#N/A,#N/A,8.87
BRIJLEAS,2.42,2.42,2.42,2.42,2.42
AREALTY,2.29,#N/A,#N/A,#N/A,2.29
BSELINFRA,0.93,0.87,0.94,0.87,0.9
RELIABVEN,6.71,#N/A,#N/A,#N/A,6.71
BANKBARODA,66.75,66,68.4,64.65,66.75
SMCREDT,0,#N/A,#N/A,#N/A,11.25
MOHITE,15.7,#N/A,#N/A,#N/A,15.7
ANDHRACEMT,5.36,5.38,5.38,5.25,5.36
SKMEGGPROD,53.05,52.1,53.65,51.1,51.95
WELCORP,142.9,142.55,148,141.6,145.9
HOTLSILV,4.65,4.56,4.65,4.56,4.8
BANKINDIA,66.35,67.2,67.75,65.65,67.45
INDRAMEDCO,66.7,69.6,70.5,66,69.85
SUNSHINE,2.88,2.75,2.88,2.75,2.75
GAIL,137.25,134.7,141.45,132.25,134.8
VAIBHAVGBL,4187,4235.05,4261.8,4155,4247.55
TRESCON,51.1,54,54.4,49.7,53.65
GUJSTATFIN,3.44,3.33,3.48,3.17,3.33
JKPAPER,140.3,141,145.35,138.2,141.35
SAREGAMA,1821,1844,1868.5,1814.55,1848.2
MINOLTAF,1.32,1.32,1.32,1.32,1.38
OMKARPH,20.7,#N/A,#N/A,#N/A,20.7
ADROITINFO,9.07,9.07,9.54,9.07,9.54
CYBERTECH,128.3,127.1,129.85,126.3,129.3
ICICIBANK,600.4,609.2,617,598.2,621.25
CYIENT,736.05,735.3,751.95,730.7,735.3
ENGINERSIN,72.85,72.5,74.45,72.35,72.85
DHANBANK,13.88,13.9,14.1,13.65,14.09
GMDCLTD,58.75,57.1,59.8,56.85,57.7
GAYATRI,1.96,1.9,1.96,1.9,1.87
INDUSINDBK,934.95,932.05,948,915.1,939
ITDC,329,315.75,334.3,315.75,323.2
J&KBANK,23.8,23.85,24,23.65,23.95
CUB,165.85,168,169.2,165.85,168.4
ARCHIES,11.11,10.62,11.11,10.62,11.01
AXISBANK,714.5,706,729.85,705,719.55
HBSTOCK,16.9,17.25,17.25,16.2,16.95
SIELFNS,6.07,6.07,6.07,6.07,5.96
SOUTHBANK,7.95,8.02,8.08,7.91,8.02
ENERGYDEV,8.56,9.1,9.1,8.41,8.71
SONATSOFTW,569.2,570,582,555,569.2
BENGALT,40,39,41,39,40.45
NATIONALUM,64.7,64.15,66.55,63.55,64.75
INDNIPPON,367.1,366.5,374.35,360.5,362.95
NSIL,1574,1525,1574,1520,1529.15
APARINDS,499,495.35,507,489.25,496.55
TCIIND,934.95,#N/A,#N/A,#N/A,934.95
ACCELYA,925.1,940,968.85,917,957.15
CYBERMAT,1.86,1.95,1.98,1.86,1.95
HCLTECH,899.5,905,915,895.75,909.75
CASTEXTECH,0.52,0.52,0.52,0.52,0.5
TCFCFINQ,27.1,27,29,26,25.7
GEOJITFSL,51.95,52.1,53.05,51.6,52.35
JINDALSTEL,441.5,450,455.65,432.5,454.1
BLBLIMITED,6.22,6.27,6.27,5.96,6.05
GLENMARK,576.65,566.3,583.5,566.3,566.3
WOCKPHARMA,515.25,505.05,532,505.05,512.75
TATACOFFEE,130.75,132.1,139.7,128.55,127.85
KJMCCORP,12.6,11.4,12.6,11.4,12
INDSWFTLAB,80.7,82,84.7,80.1,83.4
MELSTAR,1.9,#N/A,#N/A,#N/A,1.9
GEPIL,259.95,263,265.15,259,263.1
SHREERAMA,10.41,10.36,10.41,10.05,10.36
MAHLIFE,505,483,520,483,501.35
VAARAD,2.92,#N/A,#N/A,#N/A,2.92
CADILAHC,571.2,561.2,578.5,559.5,561.4
SHIVACEM,20.7,19.9,21.1,19.6,20.1
CINEVISTA,11.41,11.41,11.41,11.41,12.01
INTENTECH,44.15,41.65,47.1,40.35,40.8
DANLAW,334.85,344.95,344.95,321.3,338.2
AJANTPHARM,1834,1914,1932.45,1826.75,1890.2
HBPOR,23.7,25.9,25.9,20.1,24.25
HBESD,9.1,9.02,9.87,9.02,9.42
AMBICAAGAR,17.54,17.54,17.54,17.54,16.71
COMPUSOFT,8.76,8.79,9,8.76,8.93
OMNIAX,1.55,#N/A,#N/A,#N/A,1.55
IZMO,68,69.1,69.2,68,69.55
TVSMOTOR,631,625,639.9,622.25,633.5
SOFTSOL,75.7,79.45,79.45,75.7,75.7
GATI,97,97.5,99.3,95.4,97.45
SUBEX,52.85,51.9,56.1,51.5,52.4
TCI,263.35,263.7,265,263.35,265.05
PADMALAYAT,2.56,2.47,2.59,2.35,2.47
AKSHOPTFBR,6,5.91,6.16,5.9,5.91
PICTUREHS,1.14,#N/A,#N/A,#N/A,1.14
TRIVENI,122.45,119.4,126.35,118,121.1
MUKTAARTS,29.45,29.3,29.45,28.1,28.9
HITKITGLO,0.36,0.37,0.37,0.36,0.37
NAGPI,30.45,30.35,30.45,30.35,29
DSSL,78.7,81.45,85,78.7,81
PNBGILTS,52.15,52,52.9,51.75,52
BCG,7.63,7.66,7.85,7.55,7.74
RAMCOIND,287,261.45,288.35,260.1,262.25
RAMCOSYS,488.9,486.8,489.3,479.1,485.8
TTML,13.99,13.89,14,13.34,13.34
VIRINCHI,44.5,45.7,45.7,43.1,45.75
WEPSOLN,15.72,15.73,16.28,15.2,16.01
STLTECH,230.2,235,235.55,229.8,236.35
TIPSINDLTD,559,545.05,567.95,545.05,543.1
MRO-TEK,31.35,#N/A,#N/A,#N/A,31.35
UNIVARTS,0.91,#N/A,#N/A,#N/A,0.91
FIRSTOBJ,4.8,4.8,4.8,4.8,4.87
BABA,11,11.16,11.16,10.5,11.16
BALAJITELE,56.9,56.25,59,56.05,56.65
TYCHE,218,219.9,223.95,215,220.2
CALSOFT,8.7,8.21,8.81,8.21,8.7
PNC,47.25,47.25,47.25,47.25,49.7
IOB,15.7,15.55,15.9,15.5,15.9
TAJGVK,108.55,107.5,108.85,106.7,107.75
OPTOCIRCUI,4.99,4.99,4.99,4.99,5.25
CREATIVEYE,3.04,#N/A,#N/A,#N/A,3.04
AXISCADES,60.9,60.05,63.75,59.1,60.95
KONNDOR,2.88,2.97,2.97,2.88,2.88
UMESLTD,3,3.15,3.15,2.89,3.04
BSOFT,245.55,242,249.6,242,245.9
USGTECH,1.85,#N/A,#N/A,#N/A,1.85
4THGEN,4.15,#N/A,#N/A,#N/A,4.15
7TEC,26.15,26.8,27,26,26.3
AVANTEL,433.95,433.85,444.5,431,433.85
MOSCHIP,26.55,26.55,28.95,26.55,27.9
MEGASOFT,12.69,13.3,13.36,11.85,13.02
TRANSCOR,8.9,9.05,9.4,8.2,8.6
CEREBRAINT,50.5,49.25,50.7,48.6,49.55
NEXTMEDIA,4.55,4.55,4.55,4.37,4.59
SMARTLINK,85,84.4,85.3,84.2,84.4
GODREJCP,693.8,704,710.5,687.75,702.7
GENUSPRIME,6.43,6.43,6.43,6.43,6.56
BFUTILITIE,283.45,280.6,296.7,275.6,286.55
UNITDSPR,519.5,526.5,532.45,516,524.9
SANINFRA,85.95,87,87.5,78.7,84.2
OLECTRA,181.85,185,189,180,185.25
MPSLTD,590.5,600.1,612.2,582.2,613.1
RAINBOWDQ,1.22,#N/A,#N/A,#N/A,1.22
CERA,3818,3831.75,3896.65,3818,3833.25
TSPIRITUAL,0.29,#N/A,#N/A,#N/A,0.29
BHARTIARTL,537.3,535.5,546.9,533.35,541.4
SHALIWIR,5.25,5.16,5.28,4.91,4.89
COMPUAGE,17.45,17.55,18.05,17.3,17.85
GULPOLY,151.4,153.9,155.05,149.05,154.45
FAZE3AUTO,80.25,79.95,81,78,76.5
PONNIERODE,176.45,163.8,184.25,163.8,164.05
PNB,34.85,34.6,35.7,34.5,35
OFSS,3471.1,3494,3569.75,3450,3469.95
HAZOOR,4.72,4.72,4.94,4.72,4.96
KAMAHOLD,7050,6699,7281,6376.7,6509.7
MPFSL,5.28,5.27,5.28,5.27,5.51
APTECHT,203.55,208,212,203.2,203
UNIONBANK,34.3,34.65,35.8,33.65,34.75
UBL,1214,1180.1,1230.75,1180.1,1196.3
ISMTLTD,11.05,11.01,11.7,10.84,11.26
NOIDATOLL,5.93,5.9,5.93,5.83,5.77
GRANULES,333.5,331.5,339.75,331,331.3
CANBK,138.85,137.1,143.9,136.75,139.45
BLIL,457.55,451,465,451,458.25
POKARNA,244.3,241.6,246.25,241.6,243.05
DIVISLAB,4090,3880.7,4133.5,3880.7,3909.65
ASTRAMICRO,115.9,115,118.7,114.5,116
RADICO,565,573,582.55,565,574.65
SHRIRAMCIT,1409.6,1519,1519,1401.05,1445.5
MARUTI,6459.8,6536,6555.5,6425.4,6567.9
RAJPALAYAM,727.95,708,733,700,708.45
NAVINFLUOR,3424.45,3398,3535.1,3344.45,3389.4
UCOBANK,11.02,10.97,11.08,10.93,11.03
BAGFILMS,2.65,2.65,2.74,2.64,2.61
JSL,89.2,90.45,92.95,87,90.45
SUPRAJIT,262.9,259,264.55,254.3,263.85
TVSELECT,135.55,139.9,141.3,135.3,139.9
IGL,508.5,505,522.75,498.6,505.45
TVTODAY,284.25,273.5,294.95,273.5,280.3
PALRED,141,141.7,147.95,141,148.4
PETRONET,239.85,234.15,243.6,234.15,234.9
BIOCON,379.65,392,392,378,393.95
PTC,81.15,80.5,82,79.8,80.6
MAHABANK,24.1,24.4,24.85,24,24.75
RKFORGE,578,592.75,593.45,568,588.2
DATAMATICS,116.25,116.5,120.5,113.7,114.2
NDTV,54.1,55,56.75,54.1,55
STAR,865.05,870,889.95,862,878.6
JPASSOCIAT,7.14,7.24,7.61,7.03,7.24
ULTRACEMCO,6271.6,6385,6417.9,6226.15,6375.05
MINDAIND,525.1,532.55,537,521.5,531.4
TCS,3038.4,3111,3132.7,3021,3113.2
COFORGE,2868.65,2845,2918.3,2822,2845.85
GULFPETRO,42.95,42.8,43.55,41.65,41.8
CENTURYPLY,349.05,336,362,334.65,335.75
WELENT,102.1,104.65,104.65,102,104.7
NTPC,102.6,102.45,105.6,102,103
SALSTEEL,4.83,4.75,4.94,4.52,4.75
JBMA,391,385,414.4,381.9,376.2
DWARKESH,41.95,39.4,43.5,38.95,39.65
INDOCO,328.35,326.35,333.75,325,329.6
VIPCLOTHNG,13,13.25,13.25,12.9,13.1
IMPEXFERRO,0.83,#N/A,#N/A,#N/A,0.85
XCHANGING,67.5,65.6,68.85,65.45,66
JETAIRWAYS,93.7,98.6,98.6,93.7,98.6
MORARJEE,14.37,14.17,14.37,13.5,13.86
GDL,203.9,206.45,211,201,211.45
JINDALPHOT,62.2,64,65.2,61.1,62.1
PONDYOXIDE,225.05,221.25,232,221.25,228.15
JPPOWER,3.13,3.1,3.25,3.01,3.14
3IINFOTECH,7.92,7.69,7.95,7.31,7.58
MBECL,7.65,7.5,7.85,7.5,7.72
GOKEX,90.85,88.8,97.95,88.6,88.8
ALLSEC,341,341.7,351.4,334.8,339.1
IIFL,268.2,274,274,262,273.95
MANGALAM,141.2,140,145,140,140.6
SHOPERSTOP,200,199.3,203.5,197.55,199.25
CYBERMEDIA,10.75,11.3,11.3,10.75,11.3
NDL,30,31,31.5,30,32.5
JSWHL,4001.2,3973.65,4077.85,3973.65,4042
JKCEMENT,2816.4,2804.2,2818.65,2771,2786.85
BEEYU,0.88,#N/A,#N/A,#N/A,0.88
YESBANK,14.55,14.55,14.8,14.4,14.55
NECLIFE,25,25.35,25.75,24.6,25.85
MSPL,11.65,11.5,11.65,10.6,11.1
SPLIL,36.45,35.5,37,35.05,36.15
KTKBANK,61.3,61.5,62.45,60.5,61.55
MCLEODRUSS,22.65,21.6,23.15,21.6,22.05
FACORALL,3.32,3.32,3.32,3.32,3.38
IDFC,53,52.25,54,50.7,51.8
VIVIMEDLAB,34,34,34,34,35.75
RML,344.5,372.05,372.05,341.75,351
HTMEDIA,22.4,22.2,22.4,21.75,22.05
SASKEN,929.05,929.95,949.95,921,930.2
FCSSOFT,0.69,0.69,0.71,0.66,0.68
SUZLON,4.81,4.6,5.05,4.52,4.61
AURIONPRO,169.9,168.05,177.25,167.75,168.65
RENUKA,12.11,11.08,12.18,10.7,11.08
KMSUGAR,16.56,13.4,16.88,13.4,14.07
BASML,61.1,61.6,62.3,61,62.9
BRFL,7.11,6.91,7.3,6.79,6.96
SORILINFRA,123.75,124.35,129.2,121,126.25
AIAENG,1858.45,1849.4,1888,1849.4,1878.7
EKC,132.65,132.65,132.65,132.65,139.6
KERNEX,44.35,41.95,45.45,41.95,44.15
REPRO,340.25,346.25,346.25,340.25,346.25
PVR,1137.9,1181,1182,1130,1187.45
RAMSARUP,0.61,0.61,0.61,0.61,0.61
RMCL,2.27,2.27,2.39,2.27,2.38
PUNJLLOYD,1.35,1.36,1.37,1.32,1.36
BARTRONICS,2.28,2.28,2.29,2.18,2.29
CELEBRITY,5.41,5.29,5.41,5.29,5.35
EDUCOMP,2.56,2.66,2.66,2.51,2.54
NITINSPIN,87.5,85,89.8,84.05,86.9
ROHLTD,61.5,61.7,62.65,59.45,61.55
ENIL,146,151.05,151.05,142.55,149.7
CELLA,5.98,6.15,6.15,5.7,5.99
GSPL,271.45,270,274.6,265.8,269.25
JAGRAN*,53.8,55.15,55.4,53.6,55.3
INOXLEISUR,271.55,269.95,274,269,276.3
DYNPRO,504.95,509,515,495.8,504.7
SADBHAV,62,62.1,64.5,61.8,63.2
RCOM,1.58,1.57,1.73,1.55,1.58
SAKUMA,5.4,5.26,5.63,5.26,5.25
KEC,402,395,403.25,394,400.05
GILLANDERS,40.25,40.75,40.75,40.2,40.65
INDOTECH,94.9,94,96.6,90.4,94.5
BLKASHYAP,15.7,15.75,16.2,15.55,16.3
M&MFIN,162.25,163.55,165.1,158.1,165.3
VISASTEEL,7.66,7.5,7.66,7.49,7.3
NITCO,19.25,19,19.4,18.95,19.05
MPDL,9.17,#N/A,#N/A,#N/A,9.17
SOLARINDS,1226,1255,1257.25,1205.55,1260.3
GALLANTT,53.3,54.5,56.6,53.3,54
MALUPAPER,24.9,24.85,25.6,24.7,25.55
UTTAMSUGAR,133.1,114,135.95,110,113.3
SGL,8.63,8.34,8.64,8.3,8.43
ROHITFERRO,1.87,1.73,1.87,1.71,1.79
KKCL,822,835.5,848.95,822,840
SUNTV,543.85,525,549.95,520.9,519.3
GPIL,941.45,879,943,877,885.25
RSYSTEMINT,115.05,116.55,117,113,115.45
EMKAY,65,66,66.25,64.1,65.75
TANTIACONS,7.59,7.55,7.59,7.55,7.23
LOKESHMACH,46.05,43.9,47.9,43.9,45.65
KAMDHENU,157,156.75,162.05,156.35,157.4
PAUSHAKLTD,7331.75,7466,7510,7250,7441.9
GTNTEX,6.05,#N/A,#N/A,#N/A,6.05
INDICAP,32.75,33.25,33.25,30.55,30.65
UNITY,0.83,0.8,0.83,0.8,0.82
PFOCUS,65.7,70.7,70.7,65.1,67.65
ALLCARGO,126,124,126.75,123.5,123.6
EASUNREYRL,2.48,2.48,2.48,2.48,2.61
GMRINFRA,22.9,22.85,23.05,22.5,22.85
TECHM,961.75,977,977,956.45,976.8
MAHINDCIE,173,168.65,174,168.65,172.15
VOLTAMP,1081.1,1075,1096.15,1070.9,1084
ATLANTA,7.32,7.41,7.7,7.32,7.35
DEEPENR,36.95,37.95,37.95,36.35,37.2
HOVS,44.7,44.65,45.75,44.6,46
ACE,145.45,147,150.1,144.5,148.65
GEECEE,102,103.35,103.35,101,102.45
RICHAIND,0.54,0.56,0.56,0.54,0.56
GAYAPROJ,27.75,28,29.1,27.65,28.25
FIEMIND,597.6,607.4,612.4,592.25,614.2
JHS,20.2,20.6,20.65,19.95,20.1
